sample_id,session_id,speaker_id,audio_path,transcript_path,label,scenario,fraud_type,language,transaction_amount,transaction_currency,transaction_type,recipient_new,prior_transactions,time_since_last_transaction,speaker_baseline_available,source,source_dataset,consent_status
teleantifraud_binary_train_2ea3afc0c370ff8a,teleantifraud_binary_train_2ea3afc0c370ff8a,,data/raw/audio/teleantifraud/audio/NEG-imitate-12/tts_test2829/tts_test2829.mp3,,1,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_da7703964914bb20,teleantifraud_binary_train_da7703964914bb20,,data/raw/audio/teleantifraud/audio/NEG-imitate-12/tts_test3267/tts_test3267.mp3,,1,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_3ba86e36bd39a4c7,teleantifraud_binary_train_3ba86e36bd39a4c7,,data/raw/audio/teleantifraud/audio/NEG-imitate-11/tts_test1973/tts_test1973.mp3,,1,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_5724c5519747b89e,teleantifraud_binary_train_5724c5519747b89e,,data/raw/audio/teleantifraud/audio/POS-imitate-4/tts_test1401/tts_test1401.mp3,,0,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_01c3b64b78cfe19e,teleantifraud_binary_train_01c3b64b78cfe19e,,data/raw/audio/teleantifraud/audio/NEG-imitate-11/tts_test1756/tts_test1756.mp3,,1,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_d9e2f2322cf66dc8,teleantifraud_binary_train_d9e2f2322cf66dc8,,data/raw/audio/teleantifraud/audio/POS-imitate-5/tts_test1914/tts_test1914.mp3,,0,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_83ac92eb051e938e,teleantifraud_binary_train_83ac92eb051e938e,,data/raw/audio/teleantifraud/audio/POS-imitate-5/tts_test1986/tts_test1986.mp3,,0,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_b88199160a488b86,teleantifraud_binary_train_b88199160a488b86,,data/raw/audio/teleantifraud/audio/POS-imitate-4/tts_test1099/tts_test1099.mp3,,0,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_b37f5c8f9623df59,teleantifraud_binary_train_b37f5c8f9623df59,,data/raw/audio/teleantifraud/audio/POS-imitate-4/tts_test454/tts_test454.mp3,,0,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_e018668e0f71e602,teleantifraud_binary_train_e018668e0f71e602,,data/raw/audio/teleantifraud/audio/NEG-multi-agent-1/tts_fraud_00281/tts_fraud_00281.mp3,,1,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_ad34bc3999124547,teleantifraud_binary_train_ad34bc3999124547,,data/raw/audio/teleantifraud/audio/NEG-imitate-11/tts_test2127/tts_test2127.mp3,,1,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_383b26ee071fca18,teleantifraud_binary_train_383b26ee071fca18,,data/raw/audio/teleantifraud/audio/NEG-multi-agent-1/tts_fraud_00025/tts_fraud_00025.mp3,,1,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_bb277cb94e43b1f4,teleantifraud_binary_train_bb277cb94e43b1f4,,data/raw/audio/teleantifraud/audio/NEG-imitate-12/tts_test3276/tts_test3276.mp3,,1,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_80cf5cb1fba32914,teleantifraud_binary_train_80cf5cb1fba32914,,data/raw/audio/teleantifraud/audio/POS-imitate-4/tts_test1483/tts_test1483.mp3,,0,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_de95e7fba9e004fb,teleantifraud_binary_train_de95e7fba9e004fb,,data/raw/audio/teleantifraud/audio/NEG-imitate-11/tts_test2055/tts_test2055.mp3,,1,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_a6b9b6f687f68d55,teleantifraud_binary_train_a6b9b6f687f68d55,,data/raw/audio/teleantifraud/audio/NEG-imitate-11/tts_test2484/tts_test2484.mp3,,1,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_f470efed226839f4,teleantifraud_binary_train_f470efed226839f4,,data/raw/audio/teleantifraud/audio/NEG-imitate-12/tts_test2822/tts_test2822.mp3,,1,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_6d9eb845ff37439d,teleantifraud_binary_train_6d9eb845ff37439d,,data/raw/audio/teleantifraud/audio/POS-imitate-5/tts_test1874/tts_test1874.mp3,,0,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_d86bb5c11185ca17,teleantifraud_binary_train_d86bb5c11185ca17,,data/raw/audio/teleantifraud/audio/NEG-multi-agent-1/tts_fraud_00443/tts_fraud_00443.mp3,,1,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_53cc5d17702b138b,teleantifraud_binary_train_53cc5d17702b138b,,data/raw/audio/teleantifraud/audio/POS-imitate-4/tts_test181/tts_test181.mp3,,0,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_304927af1328f338,teleantifraud_binary_train_304927af1328f338,,data/raw/audio/teleantifraud/audio/NEG-imitate-12/tts_test2772/tts_test2772.mp3,,1,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_3d4f9e1d6dbff204,teleantifraud_binary_train_3d4f9e1d6dbff204,,data/raw/audio/teleantifraud/audio/POS-imitate-5/tts_test1833/tts_test1833.mp3,,0,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_659e3da492a320ea,teleantifraud_binary_train_659e3da492a320ea,,data/raw/audio/teleantifraud/audio/POS-imitate-4/tts_test1294/tts_test1294.mp3,,0,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_4a473cf3ec990279,teleantifraud_binary_train_4a473cf3ec990279,,data/raw/audio/teleantifraud/audio/POS-imitate-5/tts_test1975/tts_test1975.mp3,,0,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_783374b2292b28a4,teleantifraud_binary_train_783374b2292b28a4,,data/raw/audio/teleantifraud/audio/NEG-imitate-12/tts_test3331/tts_test3331.mp3,,1,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_eef73a973bb744a6,teleantifraud_binary_train_eef73a973bb744a6,,data/raw/audio/teleantifraud/audio/NEG-imitate-11/tts_test2587/tts_test2587.mp3,,1,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_de0121a8057b28c7,teleantifraud_binary_train_de0121a8057b28c7,,data/raw/audio/teleantifraud/audio/NEG-imitate-12/tts_test3484/tts_test3484.mp3,,1,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_4a3884d4d1f2b306,teleantifraud_binary_train_4a3884d4d1f2b306,,data/raw/audio/teleantifraud/audio/NEG-imitate-12/tts_test3160/tts_test3160.mp3,,1,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_c251a081b4550c02,teleantifraud_binary_train_c251a081b4550c02,,data/raw/audio/teleantifraud/audio/NEG-imitate-12/tts_test3302/tts_test3302.mp3,,1,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_b0202c6975d736e7,teleantifraud_binary_train_b0202c6975d736e7,,data/raw/audio/teleantifraud/audio/NEG-imitate-12/tts_test2723/tts_test2723.mp3,,1,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_31a8559283aabfea,teleantifraud_binary_train_31a8559283aabfea,,data/raw/audio/teleantifraud/audio/POS-imitate-4/tts_test894/tts_test894.mp3,,0,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_58d6a1472006d5d7,teleantifraud_binary_train_58d6a1472006d5d7,,data/raw/audio/teleantifraud/audio/POS-imitate-4/tts_test1095/tts_test1095.mp3,,0,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_28ad666c9616d809,teleantifraud_binary_train_28ad666c9616d809,,data/raw/audio/teleantifraud/audio/POS-imitate-4/tts_test218/tts_test218.mp3,,0,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_4157ae0c106354ce,teleantifraud_binary_train_4157ae0c106354ce,,data/raw/audio/teleantifraud/audio/NEG-imitate-11/tts_test2278/tts_test2278.mp3,,1,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_f0f960163185446b,teleantifraud_binary_train_f0f960163185446b,,data/raw/audio/teleantifraud/audio/NEG-imitate-12/tts_test2903/tts_test2903.mp3,,1,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_7db4575aa3f8cc2c,teleantifraud_binary_train_7db4575aa3f8cc2c,,data/raw/audio/teleantifraud/audio/POS-imitate-4/tts_test266/tts_test266.mp3,,0,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_67edf23fb39cb55b,teleantifraud_binary_train_67edf23fb39cb55b,,data/raw/audio/teleantifraud/audio/POS-imitate-4/tts_test1328/tts_test1328.mp3,,0,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_bd2a5f406b8836cf,teleantifraud_binary_train_bd2a5f406b8836cf,,data/raw/audio/teleantifraud/audio/NEG-imitate-12/tts_test3239/tts_test3239.mp3,,1,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_92ffcc5be122cf38,teleantifraud_binary_train_92ffcc5be122cf38,,data/raw/audio/teleantifraud/audio/NEG-imitate-11/tts_test2036/tts_test2036.mp3,,1,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_a3facc905cf35b56,teleantifraud_binary_train_a3facc905cf35b56,,data/raw/audio/teleantifraud/audio/NEG-imitate-12/tts_test3113/tts_test3113.mp3,,1,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_fbc333182a3fcd8b,teleantifraud_binary_train_fbc333182a3fcd8b,,data/raw/audio/teleantifraud/audio/NEG-imitate-11/tts_test2496/tts_test2496.mp3,,1,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_4c37cd077f5944b9,teleantifraud_binary_train_4c37cd077f5944b9,,data/raw/audio/teleantifraud/audio/POS-imitate-5/tts_test1532/tts_test1532.mp3,,0,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_47131c76f6fb058b,teleantifraud_binary_train_47131c76f6fb058b,,data/raw/audio/teleantifraud/audio/POS-imitate-4/tts_test1315/tts_test1315.mp3,,0,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_44f0c37ae1eb8317,teleantifraud_binary_train_44f0c37ae1eb8317,,data/raw/audio/teleantifraud/audio/NEG-imitate-11/tts_test2428/tts_test2428.mp3,,1,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_f9a92da752c6ca64,teleantifraud_binary_train_f9a92da752c6ca64,,data/raw/audio/teleantifraud/audio/NEG-imitate-11/tts_test2479/tts_test2479.mp3,,1,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_a1747c2e36fedec4,teleantifraud_binary_train_a1747c2e36fedec4,,data/raw/audio/teleantifraud/audio/POS-imitate-4/tts_test1306/tts_test1306.mp3,,0,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_3cc691d742ce6fef,teleantifraud_binary_train_3cc691d742ce6fef,,data/raw/audio/teleantifraud/audio/NEG-imitate-11/tts_test2263/tts_test2263.mp3,,1,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_72a5fa841a0bb2d2,teleantifraud_binary_train_72a5fa841a0bb2d2,,data/raw/audio/teleantifraud/audio/POS-imitate-5/tts_test1662/tts_test1662.mp3,,0,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_64abddb66ae286c5,teleantifraud_binary_train_64abddb66ae286c5,,data/raw/audio/teleantifraud/audio/NEG-multi-agent-1/tts_fraud_00146/tts_fraud_00146.mp3,,1,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_16f5574e235e3a85,teleantifraud_binary_train_16f5574e235e3a85,,data/raw/audio/teleantifraud/audio/NEG-multi-agent-1/tts_fraud_00112/tts_fraud_00112.mp3,,1,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_10f4a146836d7e99,teleantifraud_binary_train_10f4a146836d7e99,,data/raw/audio/teleantifraud/audio/NEG-imitate-11/tts_test1922/tts_test1922.mp3,,1,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_2e963924a29b6d32,teleantifraud_binary_train_2e963924a29b6d32,,data/raw/audio/teleantifraud/audio/NEG-imitate-12/tts_test3071/tts_test3071.mp3,,1,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_583c65fbfb5eb31e,teleantifraud_binary_train_583c65fbfb5eb31e,,data/raw/audio/teleantifraud/audio/NEG-imitate-12/tts_test3035/tts_test3035.mp3,,1,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_f034acf9eef7ae06,teleantifraud_binary_train_f034acf9eef7ae06,,data/raw/audio/teleantifraud/audio/NEG-imitate-11/tts_test2364/tts_test2364.mp3,,1,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_b84e491624c38049,teleantifraud_binary_train_b84e491624c38049,,data/raw/audio/teleantifraud/audio/POS-imitate-4/tts_test344/tts_test344.mp3,,0,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_45a8153399307f4e,teleantifraud_binary_train_45a8153399307f4e,,data/raw/audio/teleantifraud/audio/POS-imitate-4/tts_test485/tts_test485.mp3,,0,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_0ba973c7f7b03b64,teleantifraud_binary_train_0ba973c7f7b03b64,,data/raw/audio/teleantifraud/audio/POS-imitate-4/tts_test203/tts_test203.mp3,,0,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_84637467a600a063,teleantifraud_binary_train_84637467a600a063,,data/raw/audio/teleantifraud/audio/POS-imitate-4/tts_test245/tts_test245.mp3,,0,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_573a765043679f37,teleantifraud_binary_train_573a765043679f37,,data/raw/audio/teleantifraud/audio/NEG-imitate-12/tts_test3167/tts_test3167.mp3,,1,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_c45358cbffb27db8,teleantifraud_binary_train_c45358cbffb27db8,,data/raw/audio/teleantifraud/audio/POS-imitate-4/tts_test873/tts_test873.mp3,,0,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_cf34de74dcfcc859,teleantifraud_binary_train_cf34de74dcfcc859,,data/raw/audio/teleantifraud/audio/POS-imitate-4/tts_test919/tts_test919.mp3,,0,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_02cab7f416c009c6,teleantifraud_binary_train_02cab7f416c009c6,,data/raw/audio/teleantifraud/audio/NEG-imitate-12/tts_test2921/tts_test2921.mp3,,1,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_ebcb4361d6eb2872,teleantifraud_binary_train_ebcb4361d6eb2872,,data/raw/audio/teleantifraud/audio/POS-imitate-5/tts_test1562/tts_test1562.mp3,,0,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_f2a4dde7db7c2dab,teleantifraud_binary_train_f2a4dde7db7c2dab,,data/raw/audio/teleantifraud/audio/POS-imitate-4/tts_test828/tts_test828.mp3,,0,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_1e9d81fbec411682,teleantifraud_binary_train_1e9d81fbec411682,,data/raw/audio/teleantifraud/audio/POS-imitate-4/tts_test1202/tts_test1202.mp3,,0,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_d6ed13e31a48c64c,teleantifraud_binary_train_d6ed13e31a48c64c,,data/raw/audio/teleantifraud/audio/NEG-imitate-11/tts_test2386/tts_test2386.mp3,,1,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_da452674a8a5c6f2,teleantifraud_binary_train_da452674a8a5c6f2,,data/raw/audio/teleantifraud/audio/POS-imitate-5/tts_test1668/tts_test1668.mp3,,0,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_118bd66412e38a10,teleantifraud_binary_train_118bd66412e38a10,,data/raw/audio/teleantifraud/audio/POS-imitate-5/tts_test1905/tts_test1905.mp3,,0,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_1c92b144dafd5634,teleantifraud_binary_train_1c92b144dafd5634,,data/raw/audio/teleantifraud/audio/NEG-imitate-11/tts_test1918/tts_test1918.mp3,,1,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_2aa36b75fc24b0d5,teleantifraud_binary_train_2aa36b75fc24b0d5,,data/raw/audio/teleantifraud/audio/NEG-imitate-11/tts_test2020/tts_test2020.mp3,,1,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_2607d1df5da196c7,teleantifraud_binary_train_2607d1df5da196c7,,data/raw/audio/teleantifraud/audio/NEG-imitate-12/tts_test2624/tts_test2624.mp3,,1,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_7e5dafae4418e45d,teleantifraud_binary_train_7e5dafae4418e45d,,data/raw/audio/teleantifraud/audio/POS-imitate-5/tts_test1992/tts_test1992.mp3,,0,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_77e879e071c0a99e,teleantifraud_binary_train_77e879e071c0a99e,,data/raw/audio/teleantifraud/audio/POS-imitate-4/tts_test267/tts_test267.mp3,,0,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_bdecc12d4ac3cc4f,teleantifraud_binary_train_bdecc12d4ac3cc4f,,data/raw/audio/teleantifraud/audio/NEG-imitate-11/tts_test1720/tts_test1720.mp3,,1,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_9638f746cb2dbabc,teleantifraud_binary_train_9638f746cb2dbabc,,data/raw/audio/teleantifraud/audio/NEG-multi-agent-1/tts_fraud_00270/tts_fraud_00270.mp3,,1,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_fb3984588b9c1d55,teleantifraud_binary_train_fb3984588b9c1d55,,data/raw/audio/teleantifraud/audio/NEG-imitate-12/tts_test2642/tts_test2642.mp3,,1,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_18dcdc3de41704ca,teleantifraud_binary_train_18dcdc3de41704ca,,data/raw/audio/teleantifraud/audio/POS-imitate-4/tts_test1077/tts_test1077.mp3,,0,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_ed8cbd02a6a01098,teleantifraud_binary_train_ed8cbd02a6a01098,,data/raw/audio/teleantifraud/audio/NEG-imitate-11/tts_test2126/tts_test2126.mp3,,1,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_21454fd85ac166df,teleantifraud_binary_train_21454fd85ac166df,,data/raw/audio/teleantifraud/audio/NEG-imitate-11/tts_test2006/tts_test2006.mp3,,1,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_222c0dc1ea9689a1,teleantifraud_binary_train_222c0dc1ea9689a1,,data/raw/audio/teleantifraud/audio/POS-imitate-5/tts_test1792/tts_test1792.mp3,,0,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_698f3b368bd8f5c2,teleantifraud_binary_train_698f3b368bd8f5c2,,data/raw/audio/teleantifraud/audio/NEG-imitate-11/tts_test1788/tts_test1788.mp3,,1,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_08019df1e6a28ff8,teleantifraud_binary_train_08019df1e6a28ff8,,data/raw/audio/teleantifraud/audio/NEG-imitate-11/tts_test2561/tts_test2561.mp3,,1,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_5d0ac46a8f5c71df,teleantifraud_binary_train_5d0ac46a8f5c71df,,data/raw/audio/teleantifraud/audio/POS-imitate-4/tts_test683/tts_test683.mp3,,0,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_eea9cfc0aea6e145,teleantifraud_binary_train_eea9cfc0aea6e145,,data/raw/audio/teleantifraud/audio/POS-imitate-4/tts_test1037/tts_test1037.mp3,,0,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_dfb8cb9640de09aa,teleantifraud_binary_train_dfb8cb9640de09aa,,data/raw/audio/teleantifraud/audio/NEG-imitate-11/tts_test2430/tts_test2430.mp3,,1,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_3bc270f3ec01763f,teleantifraud_binary_train_3bc270f3ec01763f,,data/raw/audio/teleantifraud/audio/POS-imitate-4/tts_test672/tts_test672.mp3,,0,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_e7a2eda6aa6435e5,teleantifraud_binary_train_e7a2eda6aa6435e5,,data/raw/audio/teleantifraud/audio/POS-imitate-4/tts_test875/tts_test875.mp3,,0,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_6ef619883ef08ec0,teleantifraud_binary_train_6ef619883ef08ec0,,data/raw/audio/teleantifraud/audio/POS-imitate-4/tts_test1226/tts_test1226.mp3,,0,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_bd3baa6ccce027df,teleantifraud_binary_train_bd3baa6ccce027df,,data/raw/audio/teleantifraud/audio/NEG-imitate-12/tts_test3009/tts_test3009.mp3,,1,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_4f964c62df48c182,teleantifraud_binary_train_4f964c62df48c182,,data/raw/audio/teleantifraud/audio/POS-imitate-4/tts_test92/tts_test92.mp3,,0,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_54fe368163f2b6be,teleantifraud_binary_train_54fe368163f2b6be,,data/raw/audio/teleantifraud/audio/NEG-imitate-11/tts_test2584/tts_test2584.mp3,,1,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
teleantifraud_binary_train_17041459918486ec,teleantifraud_binary_train_17041459918486ec,,data/raw/audio/teleantifraud/audio/NEG-imitate-11/tts_test2134/tts_test2134.mp3,,1,,,zh,,,,,,,false,public_dataset,TeleAntiFraud,dataset_license
